Topic,Count,Name,Representation,Representative_Docs
2352,13,2352_calayer_uiview_calayers_confer,"['calayer', 'uiview', 'calayers', 'confer', 'uiviews', 'cgcontext', 'iphone', 'advantage', 'views', 'slower']","['A question about CALayer and UIView', 'What are the differences between a UIView and a CALayer?', 'CALayer or UIView in iOS Swift?']"
2353,13,2353_capacity_push_back_vector_rate,"['capacity', 'push_back', 'vector', 'rate', 'grow', 'reduced', 'increases', 'specialize', 'determined', 'std']","['When does vector::push_back increase capacity?', 'When will the capacity of a vector reduce?', 'increase in vector capacity']"
2354,13,2354_slash_singular_plural_restful,"['slash', 'singular', 'plural', 'restful', 'rest', 'convention', 'trailing', 'restapi', 'terraform', 'uri']","['Should I use Singular or Plural name convention for REST resources?', 'In a RESTful API, what is the appropriate use of slash-separated and query string parameters?', 'RESTful URI trailing slash or no trailing slash']"
2355,13,2355_count_diez_characters_jquery,"['count', 'diez', 'characters', 'jquery', 'suffix', 'pressed', 'word', 'character', 'letters', 'prefix']","['jQuery character count', 'count characters with jQuery', 'Jquery count characters']"
2356,13,2356_generic_interface_concrete_casting,"['generic', 'interface', 'concrete', 'casting', 'return', 'implementation', 'implements', 'collection', 'interfaces', 'generics']","['Using generic in the interface', 'Generic method with return type from interface', 'Using a generic interface as a return type in java']"
2357,13,2357_golang_struct_ring_getfirstname,"['golang', 'struct', 'ring', 'getfirstname', 'structs', 'map', 'field', 'prefer', 'copying', 'modify']","['Using struct method in Golang template', 'access golang struct field with variable', 'Golang get a string name of struct field']"
2358,13,2358_tomcat_apache_httpd_fronting,"['tomcat', 'apache', 'httpd', 'fronting', 'tomee', 'datasource', 'ports', 'camel', 'uninstall', 'deploy']","['How to install Tomcat on Apache HTTP Server', 'Tomcat through Apache', 'Apache web server with tomcat']"
2359,13,2359_fragment_fragments_react_16,"['fragment', 'fragments', 'react', '16', 'containers', 'component', 'aux', 'unnecessary', 'poor', 'container']","[""What's the difference between importing React's Fragment from React and React, { Fragment }?"", 'Difference between <React.Fragment> vs <>', 'React: <React.Fragment> vs array']"
2360,13,2360_perl_links_link_sendmail,"['perl', 'links', 'link', 'sendmail', 'extract', 'url', 'html', 'parse', 'learn', 'mail']","['How can I extract URL and link text from HTML in Perl?', 'How can I extract the text from links on an HTML page in Perl?', 'How can I extract links from an HTML file with Perl?']"
2361,13,2361_x11_window_id_process,"['x11', 'window', 'id', 'process', 'wid', 'applescript', 'whatever', 'launched', 'pid', 'associated']","['Window Id using X11', 'How to convert a X11 window id to a process id', 'How to get an X11 Window from a Process ID?']"
2362,13,2362_navigation_entity_framework_ef,"['navigation', 'entity', 'framework', 'ef', 'getnavigations', 'codefirst', 'properties', 'collection', 'ef6', 'null']","['Navigation property null with Entity Framework', 'Entity Framework 7 navigation property is null', 'Entity Framework Navigation Properties Are Null']"
2363,13,2363_payment_gateway_magento_shopping,"['payment', 'gateway', 'magento', 'shopping', 'cart', 'integration', 'paypal', 'woocommerce', 'endpoint', 'details']","['Payment Gateway process', 'Magento Custom Payment Gateway', 'What is a ""Gateway""? (in the context of Magento payment)']"
2364,13,2364_development_learn_learning_developer,"['development', 'learn', 'learning', 'developer', 'merit', 'skill', 'web', 'emacs', 'robust', 'zend']","['Using Emacs for Web Development? (Php/mysql/javascript/css/html', 'Should I stay focused on desktop development or learn more about web application development?', 'Web development without using HTML/CSS/JavaScript']"
2365,13,2365_hello_magento_helloworld_pricing,"['hello', 'magento', 'helloworld', 'pricing', 'joomla', 'module', 'welcome', 'drupal', 'world', 'tutorial']","['Magento: Hello World Page', ""How do I create a simple 'Hello World' module in Magento?"", 'Magento 1.9 create new Hello World module']"
2366,13,2366_haskell_printable_reading_separately,"['haskell', 'printable', 'reading', 'separately', 'words', 'parsing', 'processing', 'file', 'integers', 'iterating']","['Reading from file in Haskell', 'How to read from a file using Haskell?', 'How to read line by line from a file in Haskell']"
2367,13,2367_opaque_structs_struct_unnamed,"['opaque', 'structs', 'struct', 'unnamed', 'datatypes', 'oo', 'polymorphism', 'internally', 'various', 'simulate']","['What is an opaque pointer in C?', 'Opaque data type in C', 'What is an opaque value in C++?']"
2368,13,2368_cte_subquery_temporary_performance,"['cte', 'subquery', 'temporary', 'performance', 'query', 'postgres', 'table', 'sql', 'expressions', 'instead']","['using CTE in subquery', 'Subquery in CTE', 'CTE in subQuery']"
2369,13,2369_extract_extracting_alphanumeric_numbers,"['extract', 'extracting', 'alphanumeric', 'numbers', 'reg', 'exp', 'digits', 'java', 'string', 'numeric']","['Java : Extract numbers from a string', 'Extract numbers from a string Java', 'Extract numbers from String in Java']"
2370,13,2370_revision_uncommitted_versioning_uncommited,"['revision', 'uncommitted', 'versioning', 'uncommited', 'changes', 'resulted', 'history', 'locate', 'programmatically', 'git']","['How do I check out a certain revision with Git?', 'How do I check out a certain revision with Git?', 'How to check revision history on a specific file in Git']"
2371,13,2371_binary_varbinary_insert_sqlcmd,"['binary', 'varbinary', 'insert', 'sqlcmd', 'pasted', 'inserting', '2000', 'sql', 'procedure', 'prompt']","['How can I insert binary file data into a binary SQL field using a simple insert statement?', 'How to insert binary file into a binary SQL column?', 'sql insert binary data']"
2372,13,2372_months_month_dates_date_add,"['months', 'month', 'dates', 'date_add', 'calculate', 'posts', 'calendar', 'interval', 'until', 'site']","['Calculating Number of Months between 2 dates', 'Months between two integer dates', 'Difference in months between two dates']"
2373,13,2373_max_linq_select_maximum,"['max', 'linq', 'select', 'maximum', 'criteria', 'query', 'minimum', 'rows', 'latest', 'second']","['LINQ Using Max() to select a single row', 'Linq using max to select a single value', 'LINQ Using Max() to select a single value of a row']"
2374,13,2374_og_facebook_goquery_vitepress,"['og', 'facebook', 'goquery', 'vitepress', 'opengraph', 'sharetool', 'image', 'selecting', 'tag', 'meta']","['Facebook open graph meta tag og:image issue', 'Facebook: meta og:image not work', 'Jquery Select meta[property=og:image]?']"
2375,13,2375_untracked_unstash_untrack_clear,"['untracked', 'unstash', 'untrack', 'clear', 'files', 'bunch', 'temporarily', 'meant', 'remove', 'pack']","['Git will not remove untracked files', 'How to remove untracked files in Git?', 'GIT : how to remove untracked files ""\\\\""']"
2376,13,2376_localhost_device_connect_ethernet,"['localhost', 'device', 'connect', 'ethernet', 'freezed', 'rooted', '8000', 'host', 'android', 'tablets']","['How can I access my localhost from my Android device?', 'how to access localhost on android device', 'Connect to localhost from android device']"
2377,13,2377_overflow_integer_signed_becaue,"['overflow', 'integer', 'signed', 'becaue', 'disastrous', 'unsigned', 'behavior', 'correctness', 'unsure', 'corruption']","['Integer overflow and undefined behavior', 'C++ understanding integer overflow', ""Why is unsigned integer overflow defined behavior but signed integer overflow isn't?""]"
2378,13,2378_selector_selectors_condition_shorthand,"['selector', 'selectors', 'condition', 'shorthand', 'jquery', 'ignoring', 'help', 'second', 'attribute', 'possible']","['Is it possible to add an OR to a selector in jQuery?', 'How do I do an ""and"" selector?', 'jQuery selector with ""and"" and ""or""']"
2379,13,2379_vader_sentiment_score_lexicon,"['vader', 'sentiment', 'score', 'lexicon', 'calculated', 'polarity', 'valence', 'polarity_scores', 'nltk', 'scoring']","['NLTK sentiment vader: polarity_scores(text) not working', 'Python VADER lexicon Structure for sentiment analysis', 'How to improve the sentiment score if I am using vader in NLTK?']"
2380,13,2380_reference_passed_php5_pass,"['reference', 'passed', 'php5', 'pass', 'dangerous', 'php', 'ref', 'architecture', 'passing', 'variables']","['Php passed by value or by reference', 'How to pass a PHP object NOT by reference', 'Are PHP Variables passed by value or by reference?']"
2381,13,2381_simulator_button_retina_v5,"['simulator', 'button', 'retina', 'v5', 'home', 'gm', 'board', 'ios', 'seed', 'tap']","['How to click home button in iOS simulator?', 'Xcode iOS 7 simulator- no home button?', 'Xcode iOS 7 simulator- no home button?']"
2382,13,2382_latest_retrieving_record_each,"['latest', 'retrieving', 'record', 'each', 'conversation', 'records', 'group', 'mysql', 'last', 'recent']","['MySQL select rows with MAX Retrieving the last record in each group and other field', 'Retrieving the last record in each group - MySQL', 'Retrieving the last record in each group - MySQL']"
2383,13,2383_pm_am_datetime_timestramp,"['pm', 'am', 'datetime', 'timestramp', 'meridiem', 'toshorttimestring', 'accounting', 'strptime', 'instant', 'ignores']","['PHP adding AM/PM to a time string', 'DateTime trying to set AM/PM for the Date', 'How to get AM/PM from a datetime in PHP [duplicate]']"
2384,13,2384_entry_efficiently_iterate_map,"['entry', 'efficiently', 'iterate', 'map', 'each', 'over', 'inverting', 'functionally', 'ordered', 'java']","['How do I efficiently iterate over each entry in a Java Map?', 'How do I efficiently iterate over each entry in a Java Map?', 'How do I efficiently iterate over each entry in a Java Map?']"
2385,13,2385_diff_33m_accent_angle,"['diff', '33m', 'accent', 'angle', 'esc', 'utf', 'utf8', 'accents', 'symbols', 'shows']","['git diff shows unicode symbols in angle brackets', 'Non-UTF8 Characters in Git Diff (like ESC[1;33m] )', 'Non-UTF8 Characters in Git Diff (like ESC[1;33m] )']"
2386,13,2386_radiation_accelerating_expansion_caused,"['radiation', 'accelerating', 'expansion', 'caused', 'universe', 'by', 'not', 'why', 'of', '']","['Accelerating Expansion of Universe - Why Not Caused by Radiation?', 'Accelerating Expansion of Universe - Why Not Caused by Radiation?', 'Accelerating Expansion of Universe - Why Not Caused by Radiation?']"
2387,13,2387_break_newline_renders_breaks,"['break', 'newline', 'renders', 'breaks', 'browsers', 'breaking', 'space', 'whitespace', 'html', 'allowing']","['Remove space added by line break in HTML code (with CSS?)', 'Why does the browser not render a line break caused by a trailing newline character inside a ""white-space: pre"" element?', 'Html –\xa0space that does not break to a new line?']"
2388,13,2388_literal_property_referring_properties,"['literal', 'property', 'referring', 'properties', 'literals', 'javascript', 'object', 'assigning', 'references', 'allow']","['Access JavaScript Object Literal value in same object', 'Variable as the property name in a JavaScript object literal?', 'Using properties inside a Javascript object literal']"
2389,13,2389_acclimate_oxygen_air_adapting,"['acclimate', 'oxygen', 'air', 'adapting', 'slowly', 'capable', 'person', 'enough', 'lower', 'average']","['Is the average person capable of adapting to a lower oxygen content in the air than earth, given enough time to slowly acclimate?', 'Is the average person capable of adapting to a lower oxygen content in the air than earth, given enough time to slowly acclimate?', 'Is the average person capable of adapting to a lower oxygen content in the air than earth, given enough time to slowly acclimate?']"
2390,13,2390_recursive_lambda_14_2a,"['recursive', 'lambda', '14', '2a', 'implemention', 'recursion', '11', 'boost', 'expressions', 'problem']","['How to make a recursive lambda', 'Can lambda functions be recursive?', 'Recursive lambda function c++']"
2391,13,2391_predict_fitted_prediction_predicted,"['predict', 'fitted', 'prediction', 'predicted', 'statsmodel', 'residuals', 'fittedvalue', '_predictions', 'forecast', 'forest']","['Need to know the difference between predict() and predict.lm() in R', 'Understanding predict( ) in R', 'Difference between two predict functions']"
2392,13,2392_already_exists_contains_searching,"['already', 'exists', 'contains', 'searching', 'item', 'checking', 'contain', 'created', 'list', 'exist']","['Check if list of objects already exists in another list of objects', 'how to check if object already exists in a list', 'Check if item already exists in list<list>']"
2393,13,2393_filtering_filter_fluctuating_based,"['filtering', 'filter', 'fluctuating', 'based', 'beginner', 'containing', 'compared', 'strings', 'conditions', 'list']","['Filtering part of a list?', 'Filtering a list of strings based on contents', 'Filtering a list based on a string of lists']"
2394,13,2394_clone_cloning_affected_cloneable,"['clone', 'cloning', 'affected', 'cloneable', 'unset', 'cloned', 'php', 'copy', 'object', 'internally']","['PHP: how to ""clone from"" another object of same class? \'Internally clone\' current object from source obj, NOT clone another object from current', 'How to clone an array of objects in PHP?', 'How to copy an object by value / clone an object in PHP 5']"
2395,13,2395_prop_attr_preferable_situation,"['prop', 'attr', 'preferable', 'situation', 'href', 'eval', 'instead', 'over', 'call', 'set']","['.prop() vs .attr()', '.prop() vs .attr()', '.prop() vs .attr()']"
